Date,State/Union_Territory,Total Dose
26-03-2021,Arunachal Pradesh,2887
27-03-2021,Arunachal Pradesh,2150
28-03-2021,Arunachal Pradesh,113
29-03-2021,Arunachal Pradesh,440
30-03-2021,Arunachal Pradesh,1931
31-03-2021,Arunachal Pradesh,149
01-04-2021,Arunachal Pradesh,5928
02-04-2021,Arunachal Pradesh,2160
03-04-2021,Arunachal Pradesh,3852
04-04-2021,Arunachal Pradesh,1874
05-04-2021,Arunachal Pradesh,4080
06-04-2021,Arunachal Pradesh,2476
07-04-2021,Arunachal Pradesh,4518
08-04-2021,Arunachal Pradesh,6715
09-04-2021,Arunachal Pradesh,6066
10-04-2021,Arunachal Pradesh,4839
11-04-2021,Arunachal Pradesh,3674
12-04-2021,Arunachal Pradesh,9161
13-04-2021,Arunachal Pradesh,7711
14-04-2021,Arunachal Pradesh,6164
15-04-2021,Arunachal Pradesh,3148
16-04-2021,Arunachal Pradesh,5472
17-04-2021,Arunachal Pradesh,4124
18-04-2021,Arunachal Pradesh,1858
19-04-2021,Arunachal Pradesh,7673
20-04-2021,Arunachal Pradesh,5715
21-04-2021,Arunachal Pradesh,4464
22-04-2021,Arunachal Pradesh,6977
23-04-2021,Arunachal Pradesh,7058
24-04-2021,Arunachal Pradesh,4679
25-04-2021,Arunachal Pradesh,1155
26-04-2021,Arunachal Pradesh,6382
27-04-2021,Arunachal Pradesh,5368
28-04-2021,Arunachal Pradesh,5768
29-04-2021,Arunachal Pradesh,6824
30-04-2021,Arunachal Pradesh,6746
01-05-2021,Arunachal Pradesh,4101
02-05-2021,Arunachal Pradesh,1056
03-05-2021,Arunachal Pradesh,5947
04-05-2021,Arunachal Pradesh,4402
05-05-2021,Arunachal Pradesh,5039
06-05-2021,Arunachal Pradesh,5773
07-05-2021,Arunachal Pradesh,5441
08-05-2021,Arunachal Pradesh,4458
09-05-2021,Arunachal Pradesh,1343
10-05-2021,Arunachal Pradesh,6038
11-05-2021,Arunachal Pradesh,3800
12-05-2021,Arunachal Pradesh,1965
13-05-2021,Arunachal Pradesh,2683
14-05-2021,Arunachal Pradesh,1565
15-05-2021,Arunachal Pradesh,1606
16-05-2021,Arunachal Pradesh,415
17-05-2021,Arunachal Pradesh,5523
18-05-2021,Arunachal Pradesh,5667
19-05-2021,Arunachal Pradesh,5184
20-05-2021,Arunachal Pradesh,4721
21-05-2021,Arunachal Pradesh,3217
22-05-2021,Arunachal Pradesh,1860
23-05-2021,Arunachal Pradesh,823
24-05-2021,Arunachal Pradesh,3032
25-05-2021,Arunachal Pradesh,1521
26-05-2021,Arunachal Pradesh,829
27-05-2021,Arunachal Pradesh,1008
28-05-2021,Arunachal Pradesh,1067
29-05-2021,Arunachal Pradesh,1210
30-05-2021,Arunachal Pradesh,350
31-05-2021,Arunachal Pradesh,940
01-06-2021,Arunachal Pradesh,2627
02-06-2021,Arunachal Pradesh,6677
03-06-2021,Arunachal Pradesh,8138
04-06-2021,Arunachal Pradesh,11460
05-06-2021,Arunachal Pradesh,9867
06-06-2021,Arunachal Pradesh,3985
07-06-2021,Arunachal Pradesh,7940
08-06-2021,Arunachal Pradesh,5311
09-06-2021,Arunachal Pradesh,5745
10-06-2021,Arunachal Pradesh,4891
11-06-2021,Arunachal Pradesh,4835
12-06-2021,Arunachal Pradesh,4910
13-06-2021,Arunachal Pradesh,4255
14-06-2021,Arunachal Pradesh,6287
15-06-2021,Arunachal Pradesh,5358
16-06-2021,Arunachal Pradesh,12511
17-06-2021,Arunachal Pradesh,14654
18-06-2021,Arunachal Pradesh,15417
19-06-2021,Arunachal Pradesh,9292
20-06-2021,Arunachal Pradesh,2153
21-06-2021,Arunachal Pradesh,13710
22-06-2021,Arunachal Pradesh,10997
23-06-2021,Arunachal Pradesh,12085
24-06-2021,Arunachal Pradesh,12064
25-06-2021,Arunachal Pradesh,11458
26-06-2021,Arunachal Pradesh,10873
27-06-2021,Arunachal Pradesh,6194
28-06-2021,Arunachal Pradesh,15301
29-06-2021,Arunachal Pradesh,7541
30-06-2021,Arunachal Pradesh,12812
01-07-2021,Arunachal Pradesh,10817
02-07-2021,Arunachal Pradesh,10333
03-07-2021,Arunachal Pradesh,9206
04-07-2021,Arunachal Pradesh,5313
05-07-2021,Arunachal Pradesh,14485
06-07-2021,Arunachal Pradesh,10523
07-07-2021,Arunachal Pradesh,13096
08-07-2021,Arunachal Pradesh,12433
09-07-2021,Arunachal Pradesh,11853
10-07-2021,Arunachal Pradesh,10253
11-07-2021,Arunachal Pradesh,4337
12-07-2021,Arunachal Pradesh,11068
13-07-2021,Arunachal Pradesh,8998
14-07-2021,Arunachal Pradesh,10177
15-07-2021,Arunachal Pradesh,10517
16-07-2021,Arunachal Pradesh,9550
17-07-2021,Arunachal Pradesh,7493
18-07-2021,Arunachal Pradesh,3224
19-07-2021,Arunachal Pradesh,9955
20-07-2021,Arunachal Pradesh,6800
21-07-2021,Arunachal Pradesh,7509
22-07-2021,Arunachal Pradesh,7333
23-07-2021,Arunachal Pradesh,8014
24-07-2021,Arunachal Pradesh,5822
25-07-2021,Arunachal Pradesh,2541
26-07-2021,Arunachal Pradesh,7082
27-07-2021,Arunachal Pradesh,4700
28-07-2021,Arunachal Pradesh,5469
29-07-2021,Arunachal Pradesh,4553
30-07-2021,Arunachal Pradesh,4806
31-07-2021,Arunachal Pradesh,3985
01-08-2021,Arunachal Pradesh,1886
02-08-2021,Arunachal Pradesh,5062
03-08-2021,Arunachal Pradesh,3690
04-08-2021,Arunachal Pradesh,4074
05-08-2021,Arunachal Pradesh,4127
06-08-2021,Arunachal Pradesh,3930
07-08-2021,Arunachal Pradesh,3038
08-08-2021,Arunachal Pradesh,1490
09-08-2021,Arunachal Pradesh,6197
10-08-2021,Arunachal Pradesh,4679
11-08-2021,Arunachal Pradesh,5022
12-08-2021,Arunachal Pradesh,4946
13-08-2021,Arunachal Pradesh,4268
14-08-2021,Arunachal Pradesh,2705
15-08-2021,Arunachal Pradesh,838
16-08-2021,Arunachal Pradesh,4043
17-08-2021,Arunachal Pradesh,3365
18-08-2021,Arunachal Pradesh,3620
19-08-2021,Arunachal Pradesh,3025
20-08-2021,Arunachal Pradesh,2837
21-08-2021,Arunachal Pradesh,2361
22-08-2021,Arunachal Pradesh,671
23-08-2021,Arunachal Pradesh,3506
24-08-2021,Arunachal Pradesh,3077
25-08-2021,Arunachal Pradesh,4294
26-08-2021,Arunachal Pradesh,4751
27-08-2021,Arunachal Pradesh,6440
28-08-2021,Arunachal Pradesh,6275
29-08-2021,Arunachal Pradesh,3256
30-08-2021,Arunachal Pradesh,8919
31-08-2021,Arunachal Pradesh,7349
01-09-2021,Arunachal Pradesh,5287
02-09-2021,Arunachal Pradesh,4898
03-09-2021,Arunachal Pradesh,5218
04-09-2021,Arunachal Pradesh,4879
05-09-2021,Arunachal Pradesh,1505
06-09-2021,Arunachal Pradesh,6632
07-09-2021,Arunachal Pradesh,4359
08-09-2021,Arunachal Pradesh,6049
09-09-2021,Arunachal Pradesh,6139
10-09-2021,Arunachal Pradesh,6444
11-09-2021,Arunachal Pradesh,5360
12-09-2021,Arunachal Pradesh,912
13-09-2021,Arunachal Pradesh,9986
14-09-2021,Arunachal Pradesh,7272
15-09-2021,Arunachal Pradesh,8485
16-09-2021,Arunachal Pradesh,7400
17-09-2021,Arunachal Pradesh,10222
18-09-2021,Arunachal Pradesh,1945
19-09-2021,Arunachal Pradesh,1243
20-09-2021,Arunachal Pradesh,12236
21-09-2021,Arunachal Pradesh,9805
22-09-2021,Arunachal Pradesh,9528
23-09-2021,Arunachal Pradesh,10300
24-09-2021,Arunachal Pradesh,10715
25-09-2021,Arunachal Pradesh,8462
26-09-2021,Arunachal Pradesh,2442
27-09-2021,Arunachal Pradesh,11493
28-09-2021,Arunachal Pradesh,8615
29-09-2021,Arunachal Pradesh,8171
30-09-2021,Arunachal Pradesh,8188
01-10-2021,Arunachal Pradesh,7856
02-10-2021,Arunachal Pradesh,2550
03-10-2021,Arunachal Pradesh,718
04-10-2021,Arunachal Pradesh,9982
05-10-2021,Arunachal Pradesh,7643
06-10-2021,Arunachal Pradesh,6448
07-10-2021,Arunachal Pradesh,7384
08-10-2021,Arunachal Pradesh,6219
09-10-2021,Arunachal Pradesh,5206
10-10-2021,Arunachal Pradesh,1086
11-10-2021,Arunachal Pradesh,8278
12-10-2021,Arunachal Pradesh,4222
13-10-2021,Arunachal Pradesh,4201
14-10-2021,Arunachal Pradesh,1144
15-10-2021,Arunachal Pradesh,999
16-10-2021,Arunachal Pradesh,2893
17-10-2021,Arunachal Pradesh,626
18-10-2021,Arunachal Pradesh,6081
19-10-2021,Arunachal Pradesh,3779
20-10-2021,Arunachal Pradesh,4093
21-10-2021,Arunachal Pradesh,5023
22-10-2021,Arunachal Pradesh,5328
23-10-2021,Arunachal Pradesh,3491
24-10-2021,Arunachal Pradesh,621
25-10-2021,Arunachal Pradesh,5477
26-10-2021,Arunachal Pradesh,4786
27-10-2021,Arunachal Pradesh,4414
28-10-2021,Arunachal Pradesh,5081
29-10-2021,Arunachal Pradesh,4225
30-10-2021,Arunachal Pradesh,2739
31-10-2021,Arunachal Pradesh,237
16-01-2021,Assam,401
17-01-2021,Assam,65
18-01-2021,Assam,256
19-01-2021,Assam,532
20-01-2021,Assam,0
21-01-2021,Assam,909
22-01-2021,Assam,1784
23-01-2021,Assam,114
24-01-2021,Assam,355
25-01-2021,Assam,6470
26-01-2021,Assam,135
27-01-2021,Assam,1386
28-01-2021,Assam,9023
29-01-2021,Assam,7892
30-01-2021,Assam,1251
31-01-2021,Assam,115
01-02-2021,Assam,1641
02-02-2021,Assam,2519
03-02-2021,Assam,1252
04-02-2021,Assam,16545
05-02-2021,Assam,15983
06-02-2021,Assam,9870
07-02-2021,Assam,1786
08-02-2021,Assam,10742
09-02-2021,Assam,9269
10-02-2021,Assam,2749
11-02-2021,Assam,6862
12-02-2021,Assam,7600
13-02-2021,Assam,6550
14-02-2021,Assam,121
15-02-2021,Assam,4247
16-02-2021,Assam,4522
17-02-2021,Assam,1379
18-02-2021,Assam,8625
19-02-2021,Assam,13602
20-02-2021,Assam,7367
21-02-2021,Assam,1702
22-02-2021,Assam,13289
23-02-2021,Assam,11256
24-02-2021,Assam,5079
25-02-2021,Assam,15701
26-02-2021,Assam,12188
27-02-2021,Assam,0
28-02-2021,Assam,0
01-03-2021,Assam,0
02-03-2021,Assam,23524
03-03-2021,Assam,21511
04-03-2021,Assam,42361
05-03-2021,Assam,43943
06-03-2021,Assam,41696
07-03-2021,Assam,11697
08-03-2021,Assam,38663
09-03-2021,Assam,-23471
10-03-2021,Assam,18120
11-03-2021,Assam,19893
12-03-2021,Assam,19267
13-03-2021,Assam,16287
14-03-2021,Assam,1097
15-03-2021,Assam,20392
16-03-2021,Assam,79673
17-03-2021,Assam,17203
18-03-2021,Assam,20563
19-03-2021,Assam,20124
20-03-2021,Assam,18925
21-03-2021,Assam,3568
22-03-2021,Assam,29156
23-03-2021,Assam,130563
24-03-2021,Assam,37118
25-03-2021,Assam,90015
26-03-2021,Assam,54980
27-03-2021,Assam,23679
28-03-2021,Assam,1049
29-03-2021,Assam,3131
30-03-2021,Assam,33079
31-03-2021,Assam,17415
01-04-2021,Assam,29580
02-04-2021,Assam,39067
03-04-2021,Assam,36974
04-04-2021,Assam,21311
05-04-2021,Assam,36937
06-04-2021,Assam,27886
07-04-2021,Assam,48370
08-04-2021,Assam,66594
09-04-2021,Assam,49186
10-04-2021,Assam,31827
11-04-2021,Assam,12606
12-04-2021,Assam,32058
13-04-2021,Assam,19197
14-04-2021,Assam,3928
15-04-2021,Assam,1572
16-04-2021,Assam,9006
17-04-2021,Assam,21727
18-04-2021,Assam,11284
19-04-2021,Assam,79248
20-04-2021,Assam,93659
21-04-2021,Assam,54440
22-04-2021,Assam,73318
23-04-2021,Assam,62679
24-04-2021,Assam,45014
25-04-2021,Assam,14698
26-04-2021,Assam,84206
27-04-2021,Assam,87598
28-04-2021,Assam,50328
29-04-2021,Assam,106614
30-04-2021,Assam,131467
01-05-2021,Assam,93331
02-05-2021,Assam,15834
03-05-2021,Assam,85947
04-05-2021,Assam,75358
05-05-2021,Assam,34634
06-05-2021,Assam,49614
07-05-2021,Assam,84116
08-05-2021,Assam,83289
09-05-2021,Assam,24172
10-05-2021,Assam,93487
11-05-2021,Assam,76634
12-05-2021,Assam,36181
13-05-2021,Assam,47092
14-05-2021,Assam,25569
15-05-2021,Assam,56561
16-05-2021,Assam,38943
17-05-2021,Assam,70495
18-05-2021,Assam,59939
19-05-2021,Assam,37542
20-05-2021,Assam,50878
21-05-2021,Assam,45326
22-05-2021,Assam,50380
23-05-2021,Assam,37577
24-05-2021,Assam,76651
25-05-2021,Assam,69631
26-05-2021,Assam,35328
27-05-2021,Assam,46749
28-05-2021,Assam,45274
29-05-2021,Assam,46613
30-05-2021,Assam,20314
31-05-2021,Assam,43460
01-06-2021,Assam,37167
02-06-2021,Assam,25180
03-06-2021,Assam,35371
04-06-2021,Assam,39110
05-06-2021,Assam,40740
06-06-2021,Assam,24507
07-06-2021,Assam,49969
08-06-2021,Assam,61663
09-06-2021,Assam,40206
10-06-2021,Assam,94188
11-06-2021,Assam,88757
12-06-2021,Assam,84338
13-06-2021,Assam,53100
14-06-2021,Assam,79591
15-06-2021,Assam,60323
16-06-2021,Assam,46854
17-06-2021,Assam,93590
18-06-2021,Assam,118307
19-06-2021,Assam,113986
20-06-2021,Assam,35785
21-06-2021,Assam,360842
22-06-2021,Assam,267851
23-06-2021,Assam,365548
24-06-2021,Assam,169225
25-06-2021,Assam,164570
26-06-2021,Assam,152984
27-06-2021,Assam,13392
28-06-2021,Assam,121818
29-06-2021,Assam,32043
30-06-2021,Assam,14264
01-07-2021,Assam,183861
02-07-2021,Assam,238528
03-07-2021,Assam,151810
04-07-2021,Assam,32385
05-07-2021,Assam,60651
06-07-2021,Assam,22457
07-07-2021,Assam,7891
08-07-2021,Assam,9796
09-07-2021,Assam,60594
10-07-2021,Assam,119981
11-07-2021,Assam,105053
12-07-2021,Assam,248359
13-07-2021,Assam,81798
14-07-2021,Assam,128406
15-07-2021,Assam,69119
16-07-2021,Assam,99418
17-07-2021,Assam,120688
18-07-2021,Assam,18793
19-07-2021,Assam,156810
20-07-2021,Assam,145434
21-07-2021,Assam,43465
22-07-2021,Assam,209711
23-07-2021,Assam,195835
24-07-2021,Assam,135536
25-07-2021,Assam,64027
26-07-2021,Assam,250497
27-07-2021,Assam,250431
28-07-2021,Assam,107454
29-07-2021,Assam,107196
30-07-2021,Assam,84313
31-07-2021,Assam,105028
01-08-2021,Assam,187893
02-08-2021,Assam,303099
03-08-2021,Assam,300015
04-08-2021,Assam,152143
05-08-2021,Assam,265153
06-08-2021,Assam,241276
07-08-2021,Assam,251588
08-08-2021,Assam,82596
09-08-2021,Assam,281860
10-08-2021,Assam,252534
11-08-2021,Assam,107303
12-08-2021,Assam,191812
13-08-2021,Assam,273039
14-08-2021,Assam,344395
15-08-2021,Assam,150005
16-08-2021,Assam,343940
17-08-2021,Assam,452357
18-08-2021,Assam,158664
19-08-2021,Assam,200186
20-08-2021,Assam,171953
21-08-2021,Assam,155712
22-08-2021,Assam,38459
23-08-2021,Assam,280247
24-08-2021,Assam,270531
25-08-2021,Assam,144510
26-08-2021,Assam,245308
27-08-2021,Assam,264746
28-08-2021,Assam,268742
29-08-2021,Assam,92806
30-08-2021,Assam,175982
31-08-2021,Assam,262190
01-09-2021,Assam,119601
02-09-2021,Assam,228947
03-09-2021,Assam,269449
04-09-2021,Assam,254144
05-09-2021,Assam,90299
06-09-2021,Assam,283776
07-09-2021,Assam,295934
08-09-2021,Assam,165997
09-09-2021,Assam,288443
10-09-2021,Assam,280644
11-09-2021,Assam,251194
12-09-2021,Assam,76808
13-09-2021,Assam,284135
14-09-2021,Assam,202516
15-09-2021,Assam,101753
16-09-2021,Assam,166352
17-09-2021,Assam,874785
18-09-2021,Assam,112324
19-09-2021,Assam,105782
20-09-2021,Assam,315237
21-09-2021,Assam,275987
22-09-2021,Assam,151508
23-09-2021,Assam,215735
24-09-2021,Assam,200924
25-09-2021,Assam,189278
26-09-2021,Assam,75635
27-09-2021,Assam,207174
28-09-2021,Assam,164152
29-09-2021,Assam,111952
30-09-2021,Assam,112064
01-10-2021,Assam,77180
02-10-2021,Assam,689751
03-10-2021,Assam,44369
04-10-2021,Assam,134095
05-10-2021,Assam,136373
06-10-2021,Assam,113339
07-10-2021,Assam,190854
08-10-2021,Assam,154169
09-10-2021,Assam,239526
10-10-2021,Assam,167583
11-10-2021,Assam,194606
12-10-2021,Assam,28035
13-10-2021,Assam,8410
14-10-2021,Assam,7812
15-10-2021,Assam,5339
16-10-2021,Assam,57543
17-10-2021,Assam,37686
18-10-2021,Assam,105757
19-10-2021,Assam,132475
20-10-2021,Assam,59133
21-10-2021,Assam,152818
22-10-2021,Assam,167321
23-10-2021,Assam,144234
24-10-2021,Assam,45853
25-10-2021,Assam,187953
26-10-2021,Assam,192535
27-10-2021,Assam,129654
28-10-2021,Assam,192302
29-10-2021,Assam,190176
30-10-2021,Assam,174784
31-10-2021,Assam,57157
16-01-2021,Bihar,2967
17-01-2021,Bihar,733
18-01-2021,Bihar,4183
19-01-2021,Bihar,7663
20-01-2021,Bihar,637
21-01-2021,Bihar,9071
22-01-2021,Bihar,519
23-01-2021,Bihar,12636
24-01-2021,Bihar,378
25-01-2021,Bihar,12889
26-01-2021,Bihar,132
27-01-2021,Bihar,1414
28-01-2021,Bihar,17190
29-01-2021,Bihar,2769
30-01-2021,Bihar,32570
31-01-2021,Bihar,3138
01-02-2021,Bihar,35956
02-02-2021,Bihar,36445
03-02-2021,Bihar,38069
04-02-2021,Bihar,44614
05-02-2021,Bihar,44466
06-02-2021,Bihar,21888
07-02-2021,Bihar,5438
08-02-2021,Bihar,17978
09-02-2021,Bihar,20058
10-02-2021,Bihar,15080
11-02-2021,Bihar,20382
12-02-2021,Bihar,21291
13-02-2021,Bihar,21207
14-02-2021,Bihar,1230
15-02-2021,Bihar,30822
16-02-2021,Bihar,1920
17-02-2021,Bihar,10774
18-02-2021,Bihar,33384
19-02-2021,Bihar,17112
20-02-2021,Bihar,10759
21-02-2021,Bihar,547
22-02-2021,Bihar,21239
23-02-2021,Bihar,9334
24-02-2021,Bihar,8925
25-02-2021,Bihar,23426
26-02-2021,Bihar,16316
27-02-2021,Bihar,0
28-02-2021,Bihar,0
01-03-2021,Bihar,0
02-03-2021,Bihar,20628
03-03-2021,Bihar,31415
04-03-2021,Bihar,44078
05-03-2021,Bihar,44273
06-03-2021,Bihar,50709
07-03-2021,Bihar,1843
08-03-2021,Bihar,166360
09-03-2021,Bihar,-114069
10-03-2021,Bihar,62930
11-03-2021,Bihar,5522
12-03-2021,Bihar,117540
13-03-2021,Bihar,86337
14-03-2021,Bihar,4589
15-03-2021,Bihar,78977
16-03-2021,Bihar,283125
17-03-2021,Bihar,111665
18-03-2021,Bihar,75990
19-03-2021,Bihar,72454
20-03-2021,Bihar,86447
21-03-2021,Bihar,24982
22-03-2021,Bihar,67607
23-03-2021,Bihar,129196
24-03-2021,Bihar,108961
25-03-2021,Bihar,127515
26-03-2021,Bihar,113640
27-03-2021,Bihar,115384
28-03-2021,Bihar,28906
29-03-2021,Bihar,2640
30-03-2021,Bihar,45757
31-03-2021,Bihar,106660
01-04-2021,Bihar,112203
02-04-2021,Bihar,213041
03-04-2021,Bihar,130960
04-04-2021,Bihar,151025
05-04-2021,Bihar,131771
06-04-2021,Bihar,197533
07-04-2021,Bihar,305826
08-04-2021,Bihar,183834
09-04-2021,Bihar,67834
10-04-2021,Bihar,257590
11-04-2021,Bihar,253528
12-04-2021,Bihar,207690
13-04-2021,Bihar,96900
14-04-2021,Bihar,176301
15-04-2021,Bihar,127214
16-04-2021,Bihar,73427
17-04-2021,Bihar,151719
18-04-2021,Bihar,108368
19-04-2021,Bihar,150303
20-04-2021,Bihar,127410
21-04-2021,Bihar,93024
22-04-2021,Bihar,112537
23-04-2021,Bihar,101134
24-04-2021,Bihar,91282
25-04-2021,Bihar,75063
26-04-2021,Bihar,120730
27-04-2021,Bihar,103933
28-04-2021,Bihar,99681
29-04-2021,Bihar,108251
30-04-2021,Bihar,97770
01-05-2021,Bihar,80278
02-05-2021,Bihar,62780
03-05-2021,Bihar,122621
04-05-2021,Bihar,126695
05-05-2021,Bihar,116003
06-05-2021,Bihar,128228
07-05-2021,Bihar,94670
08-05-2021,Bihar,83989
09-05-2021,Bihar,122942
10-05-2021,Bihar,202761
11-05-2021,Bihar,181275
12-05-2021,Bihar,121116
13-05-2021,Bihar,157183
14-05-2021,Bihar,145230
15-05-2021,Bihar,156261
16-05-2021,Bihar,125472
17-05-2021,Bihar,113973
18-05-2021,Bihar,79174
19-05-2021,Bihar,56360
20-05-2021,Bihar,119816
21-05-2021,Bihar,97485
22-05-2021,Bihar,60180
23-05-2021,Bihar,158335
24-05-2021,Bihar,186656
25-05-2021,Bihar,121356
26-05-2021,Bihar,77263
27-05-2021,Bihar,52361
28-05-2021,Bihar,33898
29-05-2021,Bihar,52720
30-05-2021,Bihar,42842
31-05-2021,Bihar,60185
01-06-2021,Bihar,59089
02-06-2021,Bihar,58286
03-06-2021,Bihar,160313
04-06-2021,Bihar,186964
05-06-2021,Bihar,150273
06-06-2021,Bihar,107509
07-06-2021,Bihar,104703
08-06-2021,Bihar,96855
09-06-2021,Bihar,177739
10-06-2021,Bihar,190488
11-06-2021,Bihar,179150
12-06-2021,Bihar,159829
13-06-2021,Bihar,93231
14-06-2021,Bihar,101304
15-06-2021,Bihar,72074
16-06-2021,Bihar,511404
17-06-2021,Bihar,265602
18-06-2021,Bihar,192267
19-06-2021,Bihar,334976
20-06-2021,Bihar,170722
21-06-2021,Bihar,554680
22-06-2021,Bihar,407338
23-06-2021,Bihar,336021
24-06-2021,Bihar,286155
25-06-2021,Bihar,247944
26-06-2021,Bihar,170682
27-06-2021,Bihar,61717
28-06-2021,Bihar,57815
29-06-2021,Bihar,53349
30-06-2021,Bihar,42943
01-07-2021,Bihar,217091
02-07-2021,Bihar,599915
03-07-2021,Bihar,402545
04-07-2021,Bihar,137163
05-07-2021,Bihar,128359
06-07-2021,Bihar,142750
07-07-2021,Bihar,83255
08-07-2021,Bihar,453058
09-07-2021,Bihar,317306
10-07-2021,Bihar,174693
11-07-2021,Bihar,37169
12-07-2021,Bihar,351526
13-07-2021,Bihar,150652
14-07-2021,Bihar,207966
15-07-2021,Bihar,480687
16-07-2021,Bihar,308997
17-07-2021,Bihar,570915
18-07-2021,Bihar,251853
19-07-2021,Bihar,424681
20-07-2021,Bihar,178999
21-07-2021,Bihar,31107
22-07-2021,Bihar,102663
23-07-2021,Bihar,63210
24-07-2021,Bihar,339636
25-07-2021,Bihar,465864
26-07-2021,Bihar,351956
27-07-2021,Bihar,240559
28-07-2021,Bihar,156582
29-07-2021,Bihar,392336
30-07-2021,Bihar,307303
31-07-2021,Bihar,472646
01-08-2021,Bihar,257375
02-08-2021,Bihar,187107
03-08-2021,Bihar,111011
04-08-2021,Bihar,403798
05-08-2021,Bihar,772427
06-08-2021,Bihar,619342
07-08-2021,Bihar,551660
08-08-2021,Bihar,282900
09-08-2021,Bihar,206855
10-08-2021,Bihar,177483
11-08-2021,Bihar,325510
12-08-2021,Bihar,595677
13-08-2021,Bihar,639936
14-08-2021,Bihar,453100
15-08-2021,Bihar,104669
16-08-2021,Bihar,484204
17-08-2021,Bihar,268339
18-08-2021,Bihar,688713
19-08-2021,Bihar,503115
20-08-2021,Bihar,118361
21-08-2021,Bihar,146708
22-08-2021,Bihar,44607
23-08-2021,Bihar,418420
24-08-2021,Bihar,234674
25-08-2021,Bihar,671202
26-08-2021,Bihar,522267
27-08-2021,Bihar,612720
28-08-2021,Bihar,437015
29-08-2021,Bihar,168948
